date,dategroup,time,hive,,solar radiation(1min mean)(1/2hr),solar radiation (mean)(6:00~16:00),wind speed(1min mean)(1/2hr),temperature(1min mean)(1/2hr),precipitation(mm)(1min mean)(1/2hr),outdoor temperature,indoor temperature (top),indoor temperature (mid),heat up,heating level,weather,opening,note,weight of pollen (g),weight of pollen (1hr),number of bees,average weight of pollen (mg),outlier,remove16,number of pollen,size of pollen,,,,,??????,weight_r,number_r,weight_1,number_1,weight_2,number_2,weight_3,number_3,weight_4,number_4,weight_5,number_5,weight_6,number_6,weight_7,number_7,weight_8,number_8,weight_9,number_9,weight_10,number_10,weight_11,number_11,weight_12,number_12,weight_13,number_13,weight_14,number_14,weight_15,number_15,weight_16,number_16,weight_17,number_17,weight_18,number_18,weight_19,number_19,weight_20,number_20,weight_21,number_21,weight_22,number_22,weight_23,number_23,weight_24,number_24,weight_25,number_25,weight_26,number_26,weight_27,number_27,weight_28,number_28,weight_29,number_29,weight_30,number_30,weight_31,number_31,weight_32,number_32,weight_33,number_33,weight_34,number_34,weight_35,number_35,weight_36,number_36,weight_37,number_37,weight_38,number_38,weight_39,number_39,weight_40,number_40,weight_41,number_41,weight_42,number_42,weight_43,number_43,weight_44,number_44,weight_45,number_45,weight_46,number_46,weight_47,number_47,weight_48,number_48,weight_49,number_49,weight_50,number_50,weight_51,number_51,weight_52,number_52,weight_53,number_53,weight_54,number_54,weight_56,number_56,weight_57,number_57,weight_58,number_58,weight_60,number_60,weight_61,number_61,weight_62,number_62,weight_63,number_63,weight_64,number_64,weight_66,number_66,weight_67,number_67,weight_68,number_68,weight_69,number_69,weight_70,number_70,weight_71,number_71,weight_72,number_72,weight_73,number_73,weight_74,number_74,weight_75,number_75
2020/10/4,2,09:00,A,,38.45,31.32,0.59,30.93,0,31,34.1,,0,,sunny,,,0.0237,0.02844,5235,0.00543266,,,,,,1.1366,1.1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,09:00,B,,38.45,31.32,0.59,30.93,0,29.82,35.93,,1,mid,sunny,,,0.1645,0.1974,7354,0.02684253,,,,,,1.2756,1.1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,10:00,A,,47.63,31.32,0.68,32.66,0,31.6,34.77,,0,,sunny,feeding,,0.1378,0.07516364,5235,0.01435791,,,,,,1.2636,1.1258,,,0.0104,3,,,,,,,,,,,,,,,0.0128,3,,,0.0265,9,,,,,,,,,,,,,0.0042,1,,,,,,,,,,,,,,,,,,,,,,,0.0526,11,,,,,,,,,,,,,0.0202,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,10:00,B,,47.63,31.32,0.68,32.66,0,31.62,36.84,,1,mid,sunny,feeding,,0.4524,0.24676364,7354,0.03355502,,,,,,1.5812,1.1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,12:00,A,,44.31,31.32,0.78,33.84,0,32.4,35.43,,0,,sunny,,,1.0177,0.55510909,5235,0.10603803,,,,,,2.1433,1.1256,,,0.0675,20,,,,,,,,,,,,,,,0.0996,18,,,0.196,53,,,,,,,,,,,,,0.0402,6,,,,,,,,,,,,,,,,,,,,,,,0.537,115,,,,,,,,,,,,,0.0355,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,12:00,B,,44.31,31.32,0.78,33.84,0,33.46,37.45,,1,mid,sunny,,,0.4318,0.23552727,7354,0.0320271,,,,,,1.5432,1.1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,14:00,A,,25.89,31.32,1.11,32.29,0,32.43,35.9,,0,,sunny,,,0.5758,0.31407273,5235,0.05999479,,,,,,1.6891,1.1133,,,0.0736,31,,,,,,,,,,,,,0,1,0.0217,6,,,0.1094,30,,,,,,,0.0077,1,,,,,0.0228,4,,,,,,,,,,,,,,,,,,,,,,,0.2919,56,,,,,,,,,,,,,0.0173,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,14:00,B,,25.89,31.32,1.11,32.29,0,33.2,37.19,,1,mid,sunny,,,0.1433,0.07816364,7354,0.01062872,,,,,,1.2626,1.1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,16:00,A,,,,,,,,,,0,,sunny,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,2,16:00,B,,,,,,,,,,1,mid,sunny,battery,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,06:00,A,,1.58,13.22,0.52,21.47,0,23.51,28.37,33.74,1,high,overcast,battery,,1.7039,2.04468,5235,0.3905788,,,,,,3.9314,2.2275,,,0.0387,13,,,,,,,,,,,,,0.0023,1,0.452,50,,,,,,,,,,,,,,,,,,,,,,,,,0.0627,10,,,,,0.0048,2,,,,,,,,,0.0256,5,0.7818,142,0.0129,4,0.038,7,,,,,,,,,0.0529,6,,,0.0368,5,,,,,0.0677,14,0.005,1,,,,,0.003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,06:00,B,,1.58,13.22,0.52,21.47,0,23.1,29.1,34.33,0,,overcast,,,2.284,2.7408,7354,0.37269513,,,,,,4.4994,2.2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,07:00,A,,2.32,13.22,0.5,22.17,0,24.43,31.04,33.77,1,high,overcast,,,0.4068,0.48816,5235,0.09324928,,,,,,1.5309,1.1241,,,0.0265,5,,,,,,,,,,,,,,,0.0482,6,0.0089,2,,,,,,,,,,,,,,,0.0073,1,,,,,,,0.0405,4,,,,,,,,,,,,,,,0.0252,4,0.0322,6,,,0.0604,9,,,,,,,0.0777,18,0.0205,3,,,0.016,2,,,,,0.0153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,07:00,B,,2.32,13.22,0.5,22.17,0,23.66,29.85,34.27,0,,overcast,,,0.085,0.102,7354,0.01387,,,,,,1.1907,1.1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,08:00,A,,9.1,13.22,0.64,22.86,0,25.35,32.01,33.4,1,high,overcast,,,0.7109,0.85308,5235,0.16295702,,,,,,1.8259,1.115,,,0.041,7,,,,,,,,,,,,,0.0042,3,0.06,7,0.0299,4,,,,,,,,,,,,,,,0.0396,5,0.003,2,,,,,0.0102,2,,,,,0.0137,3,,,,,,,,,,,0.0166,3,,,0.0203,3,,,,,,,0.4315,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,08:00,B,,9.1,13.22,0.64,22.86,0,24.65,30.25,34.3,0,,overcast,,,0.0097,0.01164,7354,0.00158281,,,,,,1.1219,1.1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,09:00,A,,14.16,13.22,0.74,24.37,0,26.42,32.95,33.55,1,high,overcast,,,0.4339,0.52068,5235,0.09946132,,,,,,1.5481,1.1142,,,0.0188,3,,,,,,,,,,,,,,,0.0175,3,0.0169,3,0.0065,2,,,,,,,,,,,,,0.0208,3,,,,,,,,,,,,,,,,,,,,,,,,,0.0447,6,,,0.0062,1,,,,,,,0.3112,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,09:00,B,,14.16,13.22,0.74,24.37,0,25.6,31.1,34.19,0,,overcast,,,0.1632,0.19584,7354,0.02663041,,,,,,1.3013,1.1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,10:00,A,,16.4,13.22,1.1,25.66,0,27.05,33.74,33.79,1,high,overcast,battery,,0.6544,0.35694545,5235,0.06818442,,,,,,1.7522,1.0978,,,,,,,,,,,,,,,,,0.01,3,0.0581,7,0.0471,6,0.1637,42,,,,,,,,,,,0.0129,4,0.0101,2,0.0194,4,,,,,,,,,,,,,,,,,,,,,,,0.0406,6,,,,,,,,,,,0.2587,44,,,,,,,,,,,,,,,,,,,,,,,0.0146,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,10:00,B,,16.4,13.22,1.1,25.66,0,25.77,31.96,34.55,0,,overcast,,,0.3379,0.18430909,7354,0.02506243,,,,,,1.451,1.1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,12:00,A,,16.67,13.22,1.1,26.27,0,27.39,34.03,33.67,1,high,cloudy,,,0.6098,0.33261818,5235,0.06353738,,,,,,1.7083,1.0985,,,0.0314,7,,,,,,,,,,,,,0.0068,3,0.0492,5,,,0.3803,90,,,,,,,,,,,0.0223,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034,1,,,,,,,,,,,0.0931,12,,,,,,,,,,,,,,,,,,,,,,,0.0223,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,12:00,B,,16.67,13.22,1.1,26.27,0,26.27,32.2,34.24,0,,cloudy,,,0.3787,0.20656364,7354,0.02808861,,,,,,1.4839,1.1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,14:00,A,,19.94,13.22,1.13,26.49,0,27.3,34.32,34.58,1,high,cloudy,,,0.3927,0.2142,5235,0.04091691,,,,,,1.4905,1.0978,,,,,,,,,,,,,,,,,,,0.0356,4,,,0.2053,59,,,,,,,,,,,,,,,,,,,,,0.0205,3,,,,,,,,,,,,,,,0.0338,5,0.007,2,,,,,,,,,,,0.006,1,,,,,,,,,,,,,,,,,,,,,0.0506,7,0.0373,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,14:00,B,,19.94,13.22,1.13,26.49,0,26.62,32.08,34.36,0,,cloudy,,,0.3777,0.20601818,7354,0.02801444,,,,,,1.4906,1.1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,16:00,A,,,,,,,,,,0,,cloudy,battery,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/8,,16:00,B,,,,,,,,,,1,high,cloudy,battery,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/15,,06:00,A,,1.49,10.6,1.1,24.47,0,24.66,27.1,32.66,0,,cloudy,,,2.5271,3.03252,5235,0.57927794,,,,,,4.7505,2.2234,,,0.7052,118,,,,,,,,,,,,,,,,,0.1547,22,,,,,,,,,,,,,,,,,,,,,,,0.0004,1,,,,,,,,,,,,,,,,,0.8087,154,,,,,,,,,,,0.4894,98,0.085,10,,,,,,,,,,,,,0.0155,3,,,0.0203,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/15,,06:00,B,,1.49,10.6,1.1,24.47,0,24.6,28.4,29.49,1,high,cloudy,battery,,1.9629,2.35548,7354,0.32029916,,,,,,4.1829,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/15,,07:00,A,,8.43,10.6,1.37,25.31,0,25.5,27.95,33.95,0,,cloudy,,,0.5196,0.62352,5235,0.11910602,,,,,,1.6395,1.1199,,,0.2238,45,,,,,,,,,,,,,,,,,0.0686,9,,,,,,,,,,,,,,,,,,,,,,,0.0021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166,29,0.0376,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/15,,07:00,B,,8.43,10.6,1.37,25.31,0,25.5,31.25,33.95,1,high,cloudy,,,0.3617,0.43404,7354,0.05902094,,,,,,1.4564,1.0947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/15,,08:00,A,,20.93,10.6,1.58,26.47,0,27.05,29.3,34.65,0,,sunny,,,0.3069,0.36828,5235,0.07034957,,,,,,1.4322,1.1253,,,0.1266,27,,,,,,,,,,,,,,,,,0.0463,5,0.005,3,,,,,,,,,,,,,,,,,,,,,0.0151,3,,,,,,,,,,,,,,,,,0.0037,1,,,,,,,,,,,0.0756,12,0.0293,4,,,,,,,,,,,,,0.0051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/15,,08:00,B,,20.93,10.6,1.58,26.47,0,26.6,33.2,35.15,1,high,sunny,,,0.2053,0.24636,7354,0.03350014,,,,,,1.3299,1.1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/15,,09:00,A,,,,,,,,,,0,,rainy,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/15,,09:00,B,,,,,,,,,,1,high,rainy,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,06:00,A,,1.06,21.26,0.95,22.14,0,,,,0,,overcast,,,6.1252,7.35024,8443,0.87057207,,,,,,11.6911,5.5659,,,0.057,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0174,4,,,,,,,,,,,,,,,,,4.5682,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0162,4,,,0.0573,14,0.8802,149,,,,,,,,,0.1117,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,06:00,B,,1.06,21.26,0.95,22.14,0,,,,1,high,overcast,battery,,2.5457,3.05484,6573,0.46475582,,,,,,4.7771,2.2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,07:00,A,,2.99,21.26,1,22.58,0,,,,0,,overcast,,,3.9416,4.72992,8443,0.56021793,,,,,,8.3943,4.4527,,,0.0512,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0137,3,,,,,,,,,,,,,,,,,2.4823,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0227,6,,,0.7252,141,0.1119,21,,,0.0184,5,,,,,0.1083,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,07:00,B,,2.99,21.26,1,22.58,0,,,,1,high,overcast,,,2.134,2.5608,6573,0.38959379,,,,,,4.3762,2.2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,08:00,A,,6.59,21.26,1,22.93,0,,,,0,,cloudy,,,0.9328,1.11936,8443,0.13257847,,,,,,2.0387,1.1059,,,0.03,10,,,,,,,,,,,,,,,,,,,0.0055,2,,,,,,,,,,,,,,,,,,,,,0.0115,2,,,,,,,,,,,,,,,,,0.2891,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0157,4,,,0.2742,50,0.0166,4,,,0.0626,16,,,,,0.0324,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,08:00,B,,6.59,21.26,1,22.93,0,,,,1,high,cloudy,,,0.8895,1.0674,6573,0.1623916,,,,,,2.0134,1.1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,09:00,A,,21.78,21.26,1.09,23.93,0,,,,0,,cloudy,,,0.8607,1.03284,8443,0.12233093,,,,,,1.9592,1.0985,,,0.0573,24,,,,,,,,,,,,,,,,,,,0.038,11,,,,,,,,,,,,,,,,,,,,,0.0124,2,,,,,,,,,,,,,,,,,0.2569,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136,4,,,0.2217,47,,,,,0.1259,31,,,,,0.018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,09:00,B,,21.78,21.26,1.09,23.93,0,,,,1,high,cloudy,,,0.5798,0.69576,6573,0.10585121,,,,,,1.6932,1.1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,10:00,A,,38.1,21.26,1.32,25.95,0,,,,0,,cloudy,Inspection,,2.6099,1.42358182,8443,0.1686109,,,,,,5.9274,3.3175,,,0.1636,43,,,,,,,,,,,,,,,,,,,0.1276,29,,,,,,,,,,,,,,,,,,,,,0.0056,2,,,,,,,,,,,,,,,,,0.6513,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0202,7,0.1251,25,0.2915,63,0.0475,13,0.1001,21,0.6596,153,,,,,0.0318,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,10:00,B,,38.1,21.26,1.32,25.95,0,,,,1,high,cloudy,Inspection,,3.0001,1.63641818,6573,0.24896062,,,,,,6.3281,3.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,12:00,A,,29.98,21.26,1.56,26,0,,,,0,,cloudy,,,2.3968,1.30734545,8443,0.15484371,,,,,,4.6223,2.2255,,,0.0974,24,,,,,,,,,,,,,,,,,,,0.1027,29,,,,,,,,,,,,,,,,,,,,,0.0085,3,,,,,,,,,,,,,,,,,0.2018,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0231,6,0.2155,41,0.1514,34,0.0602,20,,,1.412,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,12:00,B,,29.98,21.26,1.56,26,0,,,,1,high,cloudy,,,0.9009,0.4914,6573,0.07476038,,,,,,2.0116,1.1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,14:00,A,,22.33,21.26,1.32,26.52,0,,,,0,,cloudy,,??,2.356,1.28509091,8443,0.15220785,,,,,,4.5735,2.2175,,,0.0217,8,,,,,,,,,,,,,,,,,,,0.0811,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2234,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0268,7,0.2084,43,0.0035,1,0.1419,34,,,1.5511,350,,,,,0.0122,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,14:00,B,,22.33,21.26,1.32,26.52,0,,,,1,high,cloudy,,,1.1007,0.60038182,6573,0.09134061,,,,,,2.2201,1.1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,16:00,A,,,,,,,,,,1,high,sunny,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,3,16:00,B,,,,,,,,,,0,,sunny,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/26,3,06:00,A,,1.25,26.16,0.54,22.82,0,,,,1,high,cloudy,,,2.526,3.0312,8287,0.3657689,,,,,,5.8431,3.3171,,,0.057,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0876,19,1.3859,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057,3,,,0.5509,94,0.089,18,,,0.0129,4,,,,,0.0635,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/26,3,06:00,B,,1.25,26.16,0.54,22.82,0,,,,0,,cloudy,,,3.4567,4.14804,6625,0.62613815,,,,,,6.8039,3.3472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/26,3,07:00,A,,10.88,26.16,0.79,24.21,0,,,,1,high,sunny,,,0.6987,0.83844,8287,0.10117289,,,,,,1.8126,1.1139,,,0.017,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1752,40,0.0787,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,4,,,0.2466,46,0.0262,6,,,0.0574,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
